0,9 liter	@quart
making friends with	@bersahabat dengan
making fun of	@memperolokkan
making game of	@memperolok-olok
making good	@berhasil
making good going	@memperoleh kemajuan besar
making good strides	@maju pesat
making good time	@bersenang-senang
making great strides	@maju dengan pesat sekali
making haste	@bersegera
making havoc	@membinasakan
making hay	@menarik keuntungan
making hay of	@mengacaukan
making hay while the sun shines	@menggunakan kesempatan sebaikbaiknya
making head against	@menenangkan/melawan
making head or tail	@memahami
making head or tail of	@memahami
making head reel	@membingungkan
making headway	@membuat kemajuan
making inquiries	@menyelidiki/mohon keterangan
making inroads on	@menganggur
making into	@mengubah
making it big	@menjadikan sangat berhasil
making it out	@mengerti
making it stick	@mendisiplinkan
making it up	@memperbaiki
making it up to	@membalas budi
making known	@memberitahukan
making land	@mendaratkan
making lee way	@membias
making light of	@memudahkan
making like	@meniru
making little of	@mwngecilkan
making love	@bercinta
making love to	@bermain cinta dengan
making matters worse	@mempersulit persoalan
making merry	@bersuka-ria
making mincemeat of	@mencincang
making mischief	@mengakibatkan pertengkaran
making mischief between	@menjelek-jelekkan orang lain
making money	@mencari uang
making money hand over fist	@mendapat penghasilan besar
making money out	@menjadi kaya
making mountains out of molehill	@melebih-lebihkan kesukaran
making much of	@memuji-muji
making no bones about	@bicara terus terang
making no difference	@tidak membedakan
making no doubt	@menegaskan
making no impression on	@tidak mengesankan
making no mistake	@yakin
making no secret of	@tidak merahasiakan
making note	@membuat catatan
making nothing of	@meremehkan
making of	@memahami;menjelaskan
making off	@melarikan diri
making off with	@melarikan
making out	@mengatasi
making out a case for	@menentang
making out case	@membuktikan ketidaksalahan
making over	@merubah
making overtures to	@mengusulkan sesuatu
making peace	@berdamai
making pile	@memperoleh banyak uang
making place for	@memberi tempat kepada
making plan	@membuat perencanaan
making points	@memenangkan perdebatan
making posses at	@bercumbuan dengan
making prize of	@menjarah
making progress	@mendapat kemajuan
making provision against	@siap menghadapi
making ready	@menyiapkan
making reference to	@menunjuk ke
making resprisals	@membalas
making rings round	@mengalahkan dengan mudah
making room for	@memberi tempat tinggal
makings	@bahan pembuat rokok
making sail	@mulai berlayar
making shift	@bersusah payah
making shift with	@berikhtiar
making shipwreck of	@menghancurkan
making short work of	@cepat-cepat menghabiskan
making sport of	@mengolok-olok
making stare	@membuat terkejut
making sure	@meyakinkan
making sure of	@memastikan
making sure to	@menjaga supaya
making tea	@menyiapkan teh
making terms with	@membuat perjanjian dengan
making the bed	@mempersiapkan tempat tidur
making the best of	@melakukan sebaik mungkin
making the best the use of	@memanfaatkan sebaik-baiknya
making the best use of	@memanfaatkan sebaik mungkin
making the effort	@berusaha
making the feathers fly	@menyerang dengan gencar
making the fur fly	@mengacaukan
making the most of	@membuat sebaik-baiknya
making the round of	@mengelilingi
making the rounds	@merondai
making the scene	@membuat onar
making things hum	@menggiatkan
making tick	@berdasar pada/menjadikan
making time	@ngebut
making too much of	@memanjakan
making towards	@menuju ke
making tracks	@lari pergi
making tracks for	@mencari jejak
making trial of	@mencoba
making up	@menyusun;memperbaiki
making up a purse for	@mengumpulkan dana untuk
making up for	@mengejar
making up for lost time	@mengejar ketinggalan
making up leeway	@berusaha lolos dari jepitan
making up of train	@penyusunan rangkaian kereta api
making up to	@bermanis-manis
making use of	@menggunakan
making void	@menyia-nyiakan/ menghapuskan
making war	@berperang
making water	@ngompol
making waves	@membuat keributan
making way	@membuka jalan
making way for	@menyiapkan jalan untuk
making whoopee	@bersuka ria
making worse	@memperburuk
makin lebih baik bagi	@a lot better for
makin sulit dan rumit	@the more complicated and difficult
makin tertekan seseorang	@the more stressed a person
maklumat	@intimation
Maklumat dari Nantes	@Edict of Nantes
makmur	@prosperous	<br>@affluent
makmur berlimpah	@abound
maknetisa alami	@natural magnetism
maknetisma remanen	@remanent magnetism
maknetisma sementara	@temporary magnetism
maknetostriksi	@magnetostriction
maknit alami	@natural magnet
maknit-angkat	@lifting-magnet
maknit-arah	@directing-magnet
maknit-ayunan	@pendulum magnet
maknit baja	@steel-magnet
maknit-bantu	@auxiliary magnet
maknit bentuk gelang	@ring-shaped magnet
maknit besi-ladam	@horse-shoe magnet
maknit bumi	@earth-magnetism	<br>@terrestrial magnetism
maknit-cermin	@mirror-magnet
maknit gelang	@ring magnet
maknit kompensasi	@compensating magnet
maknit-kompon	@compound-magnet
maknit-lamel	@laminated magnet
maknit-mantel	@ironclad magnet
maknito-elektrik	@magneto-electric
maknitometer	@magnetograph
maknitoskop	@magnetoscope
maknit-peluru	@globular magnet
maknit penjalan	@starting-magneto
maknit-penyala	@ignition-magnet
maknit-redam	@damping magnet
maknit-rem	@brake-magnet
maknit sementara	@temporary-magnet
maknit tetap	@permanent magnet
makro	@macro
makrokosmos	@macrocosm
makrometer	@macrometer
makromolekul	@macromolecules
makro molekul	@macromolecule
makromolekul	@macro-molecule
makroni	@macaroni
makro-segregasi	@macro-segregation
makroskopik	@macroscopic
makrosonika	@macrosonics
makrostruktur	@macrostructure
maksimal	@maximal
maksimalisasi	@maximization	<br>@maximisation
maksimalisasi laba	@profit maximisation
maksimum	@a maximum of	<br>@maximum
maksimum difraksi	@diffraction maximum
maksud apapun	@any mean
maksud/arti	@meaning
maksud dan tujuan	@purpose and mean
maksud meredakan kemarahan	@propitiatory
maksud perencanaan	@planning purpose
maksutov	@maksutov
Maksutov corrector	@peralat Maksutov
Maksutov-Schmidt telescope	@teropong Maksutov-Schmidt
Maksutov system	@sistem Maksutov
Malacca	@Malaka
Malacca Strait	@Selat Malaka
malachite	@perunggu
maladjusment	@ketidak mampuan menyesuaikan diri
maladjusted	@tak dapat menyesuaikan diri
maladjustment	@ketakmampuan beradaptasi
mal-administered	@membuat birokratif
maladministration	@salah birokrasi
malady	@penyakit
malah lebih baik	@all the better
malaikat	@angel	<br>@angelic
malaikat maut	@death angel
malaikat pelindung	@guardian angel
malaikat serubin	@cherub
malaikat tertinggi	@archangel
malaise	@rasa tidak enak badan
Malaka	@Malacca
malam	@eve	<br>@night
malam demi malam	@night by night
malam derma	@fancy fair
malam hari	@night time	<br>@nighttime
malam ini	@tonight
malam itu juga	@that very night
malam masih belum larut	@the night is yet young
malam Natal	@Christmas eve
malam pertama	@first night
malam sunyi	@silent night
malam Tahun Baru	@New Year Eve
malang	@worse luck	<br>@poor one	<br>@baleful
malang melintang	@at rancour
malapetaka	@catastrope	<br>@havoc
malapetaka tambang	@mine disaster
malapropism	@penggunaan tidak tepat
malaran aras tenaga	@continuum of energy level
malaran ruang-waktu	@space-time continuum
malari	@malaria
malaria	@malaria	<br>@malari
malarial	@berkenaan dengan malaria
malaria tropika	@tropical malaria
malarkey	@omong kosong
malas	@indolent	<br>@lazy
malas kerja	@work-shy
malaxate	@meremas
malaxation	@peremasan
Malay	@Melayu
Malayan	@orang Melayu
Malayo-Polynesian	@Melayu-Polinesia
Malay Peninsula	@Semenanjung Malaya
Malaysia	@Malaysia
Malaysian	@orang Malaysia
mal borstel	@brush gauge
malcontent	@orang yang tak puas
maldistribution	@distribusi tidak merata
male	@[jantan/pria]
maleability	@sifat dapat dipalu
malefaction	@perbuatan jahat
male factor	@pelaku kejahatan
male nurse	@juru rawat laki-laki
male sex	@jenis jantan
malevolence	@kedengkian adj
malevolent	@berhati dengki
malfeasance	@kejahatan jabatan
malformation	@bentuk cacad
malformed	@berbentuk cacat/buruk
malfunction	@kegagalan pemakaian
mal gigi	@tooth gauge
mal huruf	@lettering-guide
malice	@kedengkian
malicious	@dengki
maliciously	@dengan jahat/dengki
malign	@memfitnah
malignancy	@penyakit berbahaya
malignant	@menular
maligned	@memfitnah
maligning	@memfitnah
malingerer	@orang pura-pura sakit
mal kawat	@wire gauge plate
mal-keluk	@curve gouge
mallard	@itik jantan
malleability	@sifat dapat ditempa
malleable	@lunak
malleation	@pelekukan
mallet	@palu
mallow	@tumbuhan mallow
Malmberg-Wharton experiment	@percobaan Malmberg-Wharton
malmsey	@minuman anggur putih
malnutrition	@kekurangan gizi
malodorous	@berbau tidak sedap adj
mal pengarah	@bending-slab
malpractice	@malpraktek
malpraktek	@malpractice
mal profil	@profile form
mal profil-kisi	@battering rule
malt	@jelai bertunas dikeringkan
Malta	@Malta	<br>@Maltese	<br>@Malta
malted milk	@susu bubuk campur ragi
Maltese	@Malta
Maltese island	@pulau Malta
malt extract	@intisari beragi
Malthus-Verhulst equation	@persarnaan Malthus-Verhulst
maltreat	@menganiaya
maltreated	@menganiaya
maltreating	@menganiaya
maltreatment	@penganiayaan
mal tukang-turap	@screed
malu	@diffident	<br>@shies	<br>@sheepish	<br>@shy	<br>@shame	<br>@red faced	<br>@ashamed	<br>@ashame	<br>@mortification	<br>@coy	<br>@lose face
malu akan	@ashamed of
malu-malu/ seperti kucing	@cattish
malu pada	@blushing at	<br>@blush at	<br>@blushed at	<br>@blush for	<br>@blushed for	<br>@blushing for
Malus cosine-squared law	@hukum kosinus-kuadrat Malus
mamba	@ular mamba n
mambang	@bogey
mambebaskan diri dari	@privileged from	<br>@privileging from	<br>@privilege from
mamma	@ibu
mammal	@binatang menyusui
mammary	@berkenaan buah dada
mammary gland	@kelenjar susu
mammon	@dewa kekayaan
mammonth	@mamut
mammoth	@besar-besaran
mammoth pump	@pompa mamut
mampatan menyumbu	@axial compression
mampir	@stopping by	<br>@stop in	<br>@calling at	<br>@called at	<br>@a look in	<br>@rode by	<br>@stopping in	<br>@stop by	<br>@dropping by	<br>@stopped in	<br>@stopped by	<br>@dropped on	<br>@dropped by	<br>@ride by	<br>@ridden by	<br>@riding by	<br>@dropping on
mampir dengan tak disangka-san	@dropped in or in on
mampir dengan tak disangka-sangka	@dropping in or in on
mampu	@able to	<br>@capable	<br>@able
mampu gerak	@movability	<br>@movableness
mampu melahirkan	@childbearing
mampu melepaskan perbuatan hukum	@be able to do the right
mampu melihat jarak jauh	@longsighted
mampu menangani	@turn hand to	<br>@turning hand to	<br>@can handle
mampu menangani -	@turned hand to
mampu menjalankan tugas (yang)	@capable of the tasks
mampu menunjukkan dg mudah	@twisted around little finger
mampu menunjukkan sesuatu dengan mudah	@twist around little finger
mampu penguat suara	@amplipyng valve
mamut	@mammonth
man	@mengawaki
man about town	@orang suka foya-foya
manacle	@membelenggu
manacled	@membelenggu
manacling	@membelenggu
manage	@mengatur
manageable	@dapat dikendalikan
managed	@mengatur
managed change	@perubahan terkendali
management	@manajemen
management accountability	@tanggungjawab manajemen
management accounting	@akunting manajemen
management appraisal	@penimbangan manajemen
management approach	@pendekatan secara manajemen
management argument	@argumen manajemen
management assistant	@pembantu manajemen
management audit	@audit manajemen
management by crisis	@manajemen berdasarkan krisis
management by exception	@manajemen berdasarkan eksepsi
management by objectives	@manajemen berdasarkan sasaran
management change	@perubahan manajemen
management coaching	@bimbingan manajemen
management concept	@konsep manajemen
management consulting services	@jasa konsultasi manajemen
management control	@manajemen pengendalian
management course	@kursus manajemen
management decision	@keputusan manajemen
management development	@pembinaan manajemen
management education	@pendidikan manajemen
management efficiency	@effisiensi manajemen
management experience school	@aliran pengalaman manajemen
management factor	@faktor manajemen
management function	@fungsi manajemen
management game	@permainan manajemen
management gap	@jurang manajemen
management information	@informasi manajemen
management information system	@sistem informasi manajemen
management job description	@uraian pekerjaan manajemen
management jobs	@kerja manajemen
management leader	@pemimpin manajemen
management leadership	@kepemimpinan manajemen
management misjudgement	@kesalahan pertimbangan manajemen
management objectives	@sasaran manajemen
management of	@manajemen
management of change	@manajemen perubahan
management of port	@manajemen pelabuhan
management organization	@organisasi manajemen
management philosophy	@filsafat manajemen
management plan	@rencana manajemen
management policies	@kebijakan manajemen
management policies or strategies	@kebijakan atau strategi manajemen
management policy	@kebijakan manajemen
management principle	@asas manajemen
management process	@proses manajemen
management process school	@aliran proses manajemen
management schedule	@jadwal manajemen
management science	@pengetahuan manajemen
management sciences	@ilmu-ilmu manajemen
management service	@layanan manajemen
management service function	@fungsi pelayanan manajemen
management specialization	@spesialisasi manajemen
management style	@gaya manajemen
management style and strategy	@gaya dan strategi manajemen
management succession	@penerusan manajemen
management support system	@sistem pendukung manajemen
management task	@tugas manajemen
management team	@team manajemen
management terminology	@istilah-istilah manajemen
management training	@latihan manajemen
management work	@kerja manajemen
manager	@manajer
manager akuntansi	@accounting manager
manager atau pimpinan	@manager or leader
manageress	@wanita pemimpin usaha
managerial	@managerial
managerial grids	@geradi manajemen
managerialism	@managerialisme
managerialisme	@managerialism
managerially	@secara manajemen
managerial objective	@tujuan manajerial
managerial science and art	@ilmu dan seni manajemen
managerial statistic	@statistik manajemen
managerial talent	@bakat manajerial
managerial time	@saat manajerial
manager motivasi	@motivational manager
manager or leader	@manager atau pimpinan
manager pemasaran	@marketing manager
manager pendanaan	@fund manager
manager personalia	@personnel manager
